id,contact,day,month,duration,campaign,pdays,previous,poutcome
1000000130,unknown,5,may,579,1,-1,0,
1000000131,unknown,5,may,677,1,-1,0,
1000000132,unknown,5,may,345,1,-1,0,
1000000133,unknown,5,may,185,1,-1,0,
1000000134,unknown,5,may,100,2,-1,0,
1000000135,unknown,5,may,125,2,-1,0,
1000000136,unknown,5,may,193,1,-1,0,
1000000137,unknown,5,may,136,1,-1,0,
1000000138,unknown,5,may,73,1,-1,0,
1000000139,unknown,5,may,528,1,-1,0,
1000000140,unknown,5,may,541,1,-1,0,
1000000141,unknown,5,may,163,1,-1,0,
1000000142,unknown,5,may,301,1,-1,0,
1000000143,unknown,5,may,46,1,-1,0,
1000000144,unknown,5,may,204,1,-1,0,
1000000145,unknown,5,may,98,1,-1,0,
1000000146,unknown,5,may,71,1,-1,0,
1000000147,unknown,5,may,157,2,-1,0,
1000000148,unknown,5,may,243,1,-1,0,
1000000149,unknown,5,may,186,2,-1,0,
1000000150,unknown,5,may,579,2,-1,0,
1000000151,unknown,5,may,163,2,-1,0,
1000000152,unknown,5,may,610,2,-1,0,
1000000153,unknown,5,may,2033,1,-1,0,
1000000154,unknown,5,may,85,1,-1,0,
1000000155,unknown,5,may,114,2,-1,0,
1000000156,unknown,5,may,114,2,-1,0,
1000000157,unknown,5,may,57,1,-1,0,
1000000158,unknown,5,may,238,1,-1,0,
1000000159,unknown,5,may,93,3,-1,0,
1000000160,unknown,5,may,128,2,-1,0,
1000000161,unknown,5,may,107,1,-1,0,
1000000162,unknown,5,may,181,1,-1,0,
1000000163,unknown,5,may,303,2,-1,0,
1000000164,unknown,5,may,558,5,-1,0,
1000000165,unknown,5,may,270,1,-1,0,
1000000166,unknown,5,may,228,1,-1,0,
1000000167,unknown,5,may,99,1,-1,0,
1000000168,unknown,5,may,240,1,-1,0,
1000000169,unknown,5,may,673,2,-1,0,
1000000170,unknown,5,may,233,3,-1,0,
1000000171,unknown,5,may,1056,1,-1,0,
1000000172,unknown,5,may,250,1,-1,0,
1000000173,unknown,5,may,252,1,-1,0,
1000000174,unknown,5,may,138,1,-1,0,
1000000175,unknown,5,may,130,1,-1,0,
1000000176,unknown,5,may,412,1,-1,0,
1000000177,unknown,5,may,179,2,-1,0,
1000000178,unknown,5,may,19,2,-1,0,
1000000179,unknown,5,may,,2,-1,0,
1000000180,unknown,5,may,,1,-1,0,
1000000181,unknown,5,may,,1,-1,0,
1000000182,unknown,5,may,683,2,-1,0,
1000000183,unknown,5,may,1077,1,-1,0,
1000000184,unknown,5,may,416,1,-1,0,
1000000185,unknown,5,may,146,2,-1,0,
1000000186,unknown,5,may,167,1,-1,0,
1000000187,unknown,5,may,315,1,-1,0,
1000000188,unknown,5,may,140,1,-1,0,
1000000189,unknown,5,may,346,1,-1,0,
1000000190,unknown,5,may,562,1,-1,0,
1000000191,unknown,5,may,172,1,-1,0,
1000000192,unknown,5,may,217,1,-1,0,
1000000193,unknown,5,may,142,2,-1,0,
1000000194,unknown,5,may,67,1,-1,0,
1000000195,unknown,5,may,291,1,-1,0,
1000000196,unknown,5,may,309,2,-1,0,
1000000197,unknown,5,may,248,1,-1,0,
1000000198,unknown,5,may,98,1,-1,0,
1000000199,unknown,5,may,256,1,-1,0,
1000000200,unknown,5,may,82,2,-1,0,
1000000201,unknown,5,may,577,1,-1,0,
1000000202,unknown,5,may,286,1,-1,0,
1000000203,unknown,5,may,477,1,-1,0,
1000000204,unknown,5,may,611,2,-1,0,
1000000205,unknown,5,may,471,1,-1,0,
1000000206,unknown,5,may,381,2,-1,0,
1000000207,unknown,5,may,42,1,-1,0,
1000000208,unknown,5,may,251,1,-1,0,
1000000209,unknown,5,may,408,1,-1,0,
1000000210,unknown,5,may,215,1,-1,0,
1000000211,unknown,5,may,287,1,-1,0,
1000000212,unknown,5,may,216,2,-1,0,
1000000213,unknown,5,may,366,2,-1,0,
1000000214,unknown,5,may,210,1,-1,0,
1000000215,unknown,5,may,288,1,-1,0,
1000000216,unknown,5,may,168,1,-1,0,
1000000217,unknown,5,may,338,2,-1,0,
1000000218,unknown,5,may,410,3,-1,0,
1000000219,unknown,5,may,177,1,-1,0,
1000000220,unknown,5,may,127,2,-1,0,
1000000221,unknown,5,may,357,1,-1,0,
1000000222,unknown,5,may,175,1,-1,0,
1000000223,unknown,5,may,300,1,-1,0,
1000000224,unknown,5,may,136,1,-1,0,
1000000225,unknown,5,may,1419,1,-1,0,
1000000226,unknown,5,may,125,2,-1,0,
1000000227,unknown,5,may,213,3,-1,0,
1000000228,unknown,5,may,27,1,-1,0,
1000000229,unknown,5,may,238,2,-1,0,
1000000230,unknown,5,may,124,1,-1,0,
1000000231,unknown,5,may,18,1,-1,0,
1000000232,unknown,5,may,730,2,-1,0,
1000000233,unknown,5,may,746,2,-1,0,
1000000234,unknown,5,may,121,1,-1,0,
1000000235,unknown,5,may,247,1,-1,0,
1000000236,unknown,5,may,40,1,-1,0,
1000000237,unknown,5,may,181,2,-1,0,
1000000238,unknown,5,may,79,1,-1,0,
1000000239,unknown,5,may,206,1,-1,0,
1000000240,unknown,5,may,389,1,-1,0,
1000000241,unknown,5,may,127,1,-1,0,
1000000242,unknown,5,may,702,1,-1,0,
1000000243,unknown,5,may,151,1,-1,0,
1000000244,unknown,5,may,117,1,-1,0,
1000000245,unknown,5,may,232,3,-1,0,
1000000246,unknown,5,may,408,2,-1,0,
1000000247,unknown,5,may,179,2,-1,0,
1000000248,unknown,5,may,39,1,-1,0,
1000000249,unknown,5,may,282,1,-1,0,
1000000250,unknown,5,may,714,2,-1,0,
1000000251,unknown,5,may,50,1,-1,0,
1000000252,unknown,5,may,181,1,-1,0,
1000000253,unknown,5,may,142,1,-1,0,
1000000254,unknown,5,may,227,1,-1,0,
1000000255,unknown,5,may,119,1,-1,0,
1000000256,unknown,5,may,361,1,-1,0,
1000000257,unknown,5,may,73,3,-1,0,
1000000258,unknown,5,may,67,2,-1,0,
1000000259,unknown,5,may,350,1,-1,0,
1000000260,unknown,5,may,332,2,-1,0,
1000000261,unknown,5,may,611,2,-1,0,
1000000262,unknown,5,may,113,2,-1,0,
1000000263,unknown,5,may,132,1,-1,0,
1000000264,unknown,5,may,58,3,-1,0,
1000000265,unknown,5,may,151,1,-1,0,
1000000266,unknown,5,may,89,2,-1,0,
1000000267,unknown,5,may,152,1,-1,0,
1000000268,unknown,5,may,611,2,-1,0,
1000000269,unknown,5,may,110,2,-1,0,
1000000270,unknown,5,may,463,1,-1,0,
1000000271,unknown,5,may,562,2,-1,0,
1000000272,unknown,5,may,962,1,-1,0,
1000000273,unknown,5,may,10,4,-1,0,
1000000274,unknown,5,may,118,3,-1,0,
1000000275,unknown,5,may,92,2,-1,0,
1000000276,unknown,5,may,143,3,-1,0,
1000000277,unknown,5,may,189,3,-1,0,
1000000278,unknown,5,may,234,2,-1,0,
1000000279,unknown,5,may,75,2,-1,0,
1000000280,unknown,5,may,189,2,-1,0,
1000000281,unknown,5,may,621,3,-1,0,
1000000282,unknown,5,may,55,2,-1,0,
1000000283,unknown,5,may,310,4,-1,0,
1000000284,unknown,5,may,156,2,-1,0,
1000000285,unknown,5,may,5,2,-1,0,
1000000286,unknown,5,may,225,2,-1,0,
1000000287,unknown,5,may,125,2,-1,0,
1000000288,unknown,5,may,2,3,-1,0,
1000000289,unknown,5,may,286,2,-1,0,
1000000290,unknown,5,may,164,2,-1,0,
1000000291,unknown,5,may,98,2,-1,0,
1000000292,unknown,5,may,742,2,-1,0,
1000000293,unknown,5,may,226,3,-1,0,
1000000294,unknown,5,may,120,2,-1,0,
1000000295,unknown,5,may,362,4,-1,0,
1000000296,unknown,5,may,357,2,-1,0,
1000000297,unknown,5,may,200,2,-1,0,
1000000298,unknown,5,may,204,2,-1,0,
1000000299,unknown,5,may,126,3,-1,0,
1000000300,unknown,5,may,65,2,-1,0,
1000000301,unknown,5,may,107,2,-1,0,
1000000302,unknown,5,may,267,2,-1,0,
1000000303,unknown,5,may,248,2,-1,0,
1000000304,unknown,5,may,215,2,-1,0,
1000000305,unknown,5,may,209,2,-1,0,
1000000306,unknown,5,may,205,2,-1,0,
1000000307,unknown,5,may,83,2,-1,0,
1000000308,unknown,5,may,106,3,-1,0,
1000000309,unknown,5,may,189,2,-1,0,
1000000310,unknown,5,may,,2,-1,0,
1000000311,unknown,5,may,106,2,-1,0,
1000000312,unknown,5,may,108,2,-1,0,
1000000313,unknown,5,may,311,2,-1,0,
1000000314,unknown,5,may,214,2,-1,0,
1000000315,unknown,5,may,132,2,-1,0,
1000000316,unknown,5,may,358,2,-1,0,
1000000317,unknown,5,may,453,2,-1,0,
1000000318,unknown,5,may,364,2,-1,0,
1000000319,unknown,5,may,136,2,-1,0,
1000000320,unknown,5,may,386,2,-1,0,
1000000321,unknown,5,may,173,2,-1,0,
1000000322,unknown,5,may,241,2,-1,0,
1000000323,unknown,5,may,224,3,-1,0,
1000000324,unknown,5,may,148,2,-1,0,
1000000325,unknown,5,may,196,2,-1,0,
1000000326,unknown,5,may,111,4,-1,0,
1000000327,unknown,5,may,231,3,-1,0,
1000000328,unknown,5,may,316,3,-1,0,
1000000329,unknown,5,may,216,3,-1,0,
1000000330,unknown,5,may,240,2,-1,0,
1000000331,unknown,5,may,669,3,-1,0,
1000000332,unknown,5,may,425,2,-1,0,
1000000333,unknown,5,may,143,2,-1,0,
1000000334,unknown,5,may,174,5,-1,0,
1000000335,unknown,5,may,313,3,-1,0,
1000000336,unknown,5,may,135,4,-1,0,
1000000337,unknown,5,may,146,2,-1,0,
1000000338,unknown,5,may,152,2,-1,0,
1000000339,unknown,5,may,402,3,-1,0,
1000000340,unknown,5,may,213,2,-1,0,
1000000341,unknown,5,may,144,3,-1,0,
1000000342,unknown,5,may,124,3,-1,0,
1000000343,unknown,5,may,183,2,-1,0,
1000000344,unknown,5,may,325,2,-1,0,
1000000345,unknown,5,may,39,4,-1,0,
1000000346,unknown,5,may,503,2,-1,0,
1000000347,unknown,5,may,95,4,-1,0,
1000000348,unknown,5,may,680,2,-1,0,
1000000349,unknown,5,may,421,4,-1,0,
1000000350,unknown,5,may,174,3,-1,0,
1000000351,unknown,5,may,113,2,-1,0,
1000000352,unknown,5,may,808,2,-1,0,
1000000353,unknown,5,may,198,3,-1,0,
1000000354,unknown,5,may,195,2,-1,0,
1000000355,unknown,5,may,347,3,-1,0,
1000000356,unknown,5,may,208,2,-1,0,
1000000357,unknown,5,may,404,4,-1,0,
1000000358,unknown,5,may,396,2,-1,0,
1000000359,unknown,5,may,216,4,-1,0,
1000000360,unknown,5,may,98,2,-1,0,
1000000361,unknown,5,may,350,2,-1,0,
1000000362,unknown,6,may,114,2,-1,0,
1000000363,unknown,6,may,88,3,-1,0,
1000000364,unknown,6,may,379,2,-1,0,
1000000365,unknown,6,may,190,3,-1,0,
1000000366,unknown,6,may,158,1,-1,0,
1000000367,unknown,6,may,102,1,-1,0,
1000000368,unknown,6,may,306,1,-1,0,
1000000369,unknown,6,may,218,1,-1,0,
1000000370,unknown,6,may,54,1,-1,0,
1000000371,unknown,6,may,344,1,-1,0,
1000000372,unknown,6,may,195,1,-1,0,
1000000373,unknown,6,may,652,1,-1,0,
1000000374,unknown,6,may,286,1,-1,0,
1000000375,unknown,6,may,189,1,-1,0,
1000000376,unknown,6,may,83,1,-1,0,
1000000377,unknown,6,may,184,2,-1,0,
1000000378,unknown,6,may,235,1,-1,0,
1000000379,unknown,6,may,290,1,-1,0,
1000000380,unknown,6,may,232,1,-1,0,
1000000381,unknown,6,may,133,1,-1,0,
1000000382,unknown,6,may,318,1,-1,0,
1000000383,unknown,6,may,260,3,-1,0,
1000000384,unknown,6,may,437,1,-1,0,
1000000385,unknown,6,may,402,1,-1,0,
1000000386,unknown,6,may,85,1,-1,0,
1000000387,unknown,6,may,125,1,-1,0,
1000000388,unknown,6,may,501,4,-1,0,
1000000389,unknown,6,may,1201,1,-1,0,
1000000390,unknown,6,may,253,1,-1,0,
1000000391,unknown,6,may,1030,1,-1,0,
1000000392,unknown,6,may,149,1,-1,0,
1000000393,unknown,6,may,114,1,-1,0,
1000000394,unknown,6,may,243,1,-1,0,
1000000395,unknown,6,may,769,2,-1,0,
1000000396,unknown,6,may,135,3,-1,0,
1000000397,unknown,6,may,231,1,-1,0,
1000000398,unknown,6,may,76,1,-1,0,
1000000399,unknown,6,may,199,1,-1,0,
1000000400,unknown,6,may,152,1,-1,0,
1000000401,unknown,6,may,124,1,-1,0,
1000000402,unknown,6,may,424,1,-1,0,
1000000403,unknown,6,may,43,1,-1,0,
1000000404,unknown,6,may,154,1,-1,0,
1000000405,unknown,6,may,203,2,-1,0,
1000000406,unknown,6,may,326,1,-1,0,
1000000407,unknown,6,may,393,1,-1,0,
1000000408,unknown,6,may,241,3,-1,0,
1000000409,unknown,6,may,483,1,-1,0,
1000000410,unknown,6,may,259,1,-1,0,
1000000411,unknown,6,may,227,1,-1,0,
1000000412,unknown,6,may,673,1,-1,0,
1000000413,unknown,6,may,576,1,-1,0,
1000000414,unknown,6,may,180,2,-1,0,
1000000415,unknown,6,may,168,2,-1,0,
1000000416,unknown,6,may,90,1,-1,0,
1000000417,unknown,6,may,505,1,-1,0,
1000000418,unknown,6,may,245,1,-1,0,
1000000419,unknown,6,may,186,1,-1,0,
1000000420,unknown,6,may,623,1,-1,0,
1000000421,unknown,6,may,496,3,-1,0,
1000000422,unknown,6,may,118,1,-1,0,
1000000423,unknown,6,may,342,1,-1,0,
1000000424,unknown,6,may,225,1,-1,0,
1000000425,unknown,6,may,185,3,-1,0,
1000000426,unknown,6,may,196,2,-1,0,
1000000427,unknown,6,may,276,1,-1,0,
1000000428,unknown,6,may,76,1,-1,0,
1000000429,unknown,6,may,87,1,-1,0,
1000000430,unknown,6,may,195,1,-1,0,
1000000431,unknown,6,may,744,1,-1,0,
1000000432,unknown,6,may,765,1,-1,0,
1000000433,unknown,6,may,262,1,-1,0,
1000000434,unknown,6,may,119,1,-1,0,
1000000435,unknown,6,may,198,2,-1,0,
1000000436,unknown,6,may,150,1,-1,0,
1000000437,unknown,6,may,241,1,-1,0,
1000000438,unknown,6,may,181,1,-1,0,
1000000439,unknown,6,may,196,1,-1,0,
1000000440,unknown,6,may,149,1,-1,0,
1000000441,unknown,6,may,246,1,-1,0,
1000000442,unknown,6,may,112,1,-1,0,
1000000443,unknown,6,may,309,2,-1,0,
1000000444,unknown,6,may,278,1,-1,0,
1000000445,unknown,6,may,140,1,-1,0,
1000000446,unknown,6,may,136,1,-1,0,
1000000447,unknown,6,may,1623,1,-1,0,
1000000448,unknown,6,may,101,1,-1,0,
1000000449,unknown,6,may,144,1,-1,0,
1000000450,unknown,6,may,238,1,-1,0,
1000000451,unknown,6,may,354,1,-1,0,
1000000452,unknown,6,may,79,1,-1,0,
1000000453,unknown,6,may,187,1,-1,0,
1000000454,unknown,6,may,451,2,-1,0,
1000000455,unknown,6,may,159,1,-1,0,
1000000456,unknown,6,may,409,1,-1,0,
1000000457,unknown,6,may,170,1,-1,0,
1000000458,unknown,6,may,608,1,-1,0,
1000000459,unknown,6,may,243,1,-1,0,
1000000460,unknown,6,may,145,2,-1,0,
1000000461,unknown,6,may,112,1,-1,0,
1000000462,unknown,6,may,262,2,-1,0,
1000000463,unknown,6,may,124,1,-1,0,
1000000464,unknown,6,may,53,1,-1,0,
1000000465,unknown,6,may,134,1,-1,0,
1000000466,unknown,6,may,204,4,-1,0,
1000000467,unknown,6,may,186,1,-1,0,
1000000468,unknown,6,may,678,1,-1,0,
1000000469,unknown,6,may,182,1,-1,0,
1000000470,unknown,6,may,162,1,-1,0,
1000000471,unknown,6,may,27,1,-1,0,
1000000472,unknown,6,may,699,3,-1,0,
1000000473,unknown,6,may,43,1,-1,0,
1000000474,unknown,6,may,97,1,-1,0,
1000000475,unknown,6,may,1677,1,-1,0,
1000000476,unknown,6,may,283,2,-1,0,
1000000477,unknown,6,may,323,1,-1,0,
1000000478,unknown,6,may,82,1,-1,0,
1000000479,unknown,6,may,310,1,-1,0,
1000000480,unknown,6,may,185,1,-1,0,
1000000481,unknown,6,may,47,1,-1,0,
1000000482,unknown,6,may,145,1,-1,0,
1000000483,unknown,6,may,204,1,-1,0,
1000000484,unknown,6,may,187,1,-1,0,
1000000485,unknown,6,may,30,2,-1,0,
1000000486,unknown,6,may,472,1,-1,0,
1000000487,unknown,6,may,448,1,-1,0,
1000000488,unknown,6,may,264,1,-1,0,
1000000489,unknown,6,may,169,1,-1,0,
1000000490,unknown,6,may,288,1,-1,0,
1000000491,unknown,6,may,176,2,-1,0,
1000000492,unknown,6,may,215,1,-1,0,
1000000493,unknown,6,may,337,1,-1,0,
1000000494,unknown,6,may,278,1,-1,0,
1000000495,unknown,6,may,188,2,-1,0,
1000000496,unknown,6,may,174,2,-1,0,
1000000497,unknown,6,may,226,2,-1,0,
1000000498,unknown,6,may,190,1,-1,0,
1000000499,unknown,6,may,111,2,-1,0,
1000000500,unknown,6,may,164,1,-1,0,
1000000501,unknown,6,may,157,2,-1,0,
1000000502,unknown,6,may,46,1,-1,0,
1000000503,unknown,6,may,374,1,-1,0,
1000000504,unknown,6,may,349,1,-1,0,
1000000505,unknown,6,may,325,1,-1,0,
1000000506,unknown,6,may,233,2,-1,0,
1000000507,unknown,6,may,531,1,-1,0,
1000000508,unknown,6,may,153,1,-1,0,
1000000509,unknown,6,may,80,1,-1,0,
1000000510,unknown,6,may,232,1,-1,0,
1000000511,unknown,6,may,118,1,-1,0,
1000000512,unknown,6,may,190,1,-1,0,
1000000513,unknown,6,may,918,1,-1,0,
1000000514,unknown,6,may,238,1,-1,0,
1000000515,unknown,6,may,82,1,-1,0,
1000000516,unknown,6,may,198,3,-1,0,
1000000517,unknown,6,may,160,2,-1,0,
1000000518,unknown,6,may,211,1,-1,0,
1000000519,unknown,6,may,120,1,-1,0,
1000000520,unknown,6,may,136,1,-1,0,
1000000521,unknown,6,may,269,1,-1,0,
1000000522,unknown,6,may,157,1,-1,0,
1000000523,unknown,6,may,128,1,-1,0,
1000000524,unknown,6,may,211,1,-1,0,
1000000525,unknown,6,may,267,2,-1,0,
1000000526,unknown,6,may,371,2,-1,0,
1000000527,unknown,6,may,288,2,-1,0,
1000000528,unknown,6,may,221,1,-1,0,
1000000529,unknown,6,may,427,1,-1,0,
1000000530,unknown,6,may,310,1,-1,0,
1000000531,unknown,6,may,158,1,-1,0,
1000000532,unknown,6,may,604,3,-1,0,
1000000533,unknown,6,may,198,1,-1,0,
1000000534,unknown,6,may,145,1,-1,0,
1000000535,unknown,6,may,247,1,-1,0,
1000000536,unknown,6,may,179,2,-1,0,
1000000537,unknown,6,may,73,1,-1,0,
1000000538,unknown,6,may,263,2,-1,0,
1000000539,unknown,6,may,13,1,-1,0,
1000000540,unknown,6,may,79,2,-1,0,
1000000541,unknown,6,may,416,1,-1,0,
1000000542,unknown,6,may,162,1,-1,0,
1000000543,unknown,6,may,129,1,-1,0,
1000000544,unknown,6,may,150,1,-1,0,
1000000545,unknown,6,may,43,1,-1,0,
1000000546,unknown,6,may,191,1,-1,0,
1000000547,unknown,6,may,26,1,-1,0,
1000000548,unknown,6,may,250,1,-1,0,
1000000549,unknown,6,may,146,1,-1,0,
1000000550,unknown,6,may,416,1,-1,0,
1000000551,unknown,6,may,121,2,-1,0,
1000000552,unknown,6,may,114,2,-1,0,
1000000553,unknown,6,may,289,1,-1,0,
1000000554,unknown,6,may,225,1,-1,0,
1000000555,unknown,6,may,123,1,-1,0,
1000000556,unknown,6,may,130,2,-1,0,
1000000557,unknown,6,may,161,2,-1,0,
1000000558,unknown,6,may,149,2,-1,0,
1000000559,unknown,6,may,268,2,-1,0,
1000000560,unknown,6,may,259,2,-1,0,
1000000561,unknown,6,may,26,1,-1,0,
1000000562,unknown,6,may,153,1,-1,0,
1000000563,unknown,6,may,424,2,-1,0,
1000000564,unknown,6,may,179,2,-1,0,
1000000565,unknown,6,may,97,1,-1,0,
1000000566,unknown,6,may,383,1,-1,0,
1000000567,unknown,6,may,440,1,-1,0,
1000000568,unknown,6,may,23,1,-1,0,
1000000569,unknown,6,may,195,1,-1,0,
1000000570,unknown,6,may,1297,3,-1,0,
1000000571,unknown,6,may,87,1,-1,0,
1000000572,unknown,6,may,427,1,-1,0,
1000000573,unknown,6,may,189,1,-1,0,
1000000574,unknown,6,may,195,1,-1,0,
1000000575,unknown,6,may,179,1,-1,0,
1000000576,unknown,6,may,179,1,-1,0,
1000000577,unknown,6,may,69,1,-1,0,
1000000578,unknown,6,may,105,2,-1,0,
1000000579,unknown,6,may,266,3,-1,0,
1000000580,unknown,6,may,524,2,-1,0,
1000000581,unknown,6,may,96,2,-1,0,
1000000582,unknown,6,may,155,2,-1,0,
1000000583,unknown,6,may,162,2,-1,0,
1000000584,unknown,6,may,352,2,-1,0,
1000000585,unknown,6,may,76,4,-1,0,
1000000586,unknown,6,may,154,2,-1,0,
1000000587,unknown,6,may,310,2,-1,0,
1000000588,unknown,6,may,390,3,-1,0,
1000000589,unknown,6,may,369,1,-1,0,
1000000590,unknown,6,may,112,2,-1,0,
1000000591,unknown,6,may,341,3,-1,0,
1000000592,unknown,6,may,79,1,-1,0,
1000000593,unknown,6,may,140,2,-1,0,
1000000594,unknown,6,may,315,1,-1,0,
1000000595,unknown,6,may,262,2,-1,0,
1000000596,unknown,6,may,174,2,-1,0,
1000000597,unknown,6,may,138,3,-1,0,
1000000598,unknown,6,may,526,2,-1,0,
1000000599,unknown,6,may,135,1,-1,0,
1000000600,unknown,6,may,36,5,-1,0,
1000000601,unknown,6,may,1906,3,-1,0,
1000000602,unknown,6,may,219,2,-1,0,
1000000603,unknown,6,may,147,2,-1,0,
1000000604,unknown,6,may,407,2,-1,0,
1000000605,unknown,6,may,121,1,-1,0,
1000000606,unknown,6,may,209,1,-1,0,
